selling_price,km_driven,fuel,seller_type,transmission,owner,engine,max_power,seats,mileage,car_age
900000,40000,1,1,1,0,1498.0,98.96,5.0,23.0,7
650000,120000,1,1,1,0,1493.0,70.0,7.0,16.5,8
600000,45000,1,1,1,0,2523.0,62.1,7.0,15.96,12
800000,35000,1,1,1,0,1248.0,74.02,5.0,28.4,7
575000,60000,1,1,1,0,1396.0,88.73,5.0,22.54,10
550000,40000,3,1,0,0,1499.0,110.4,5.0,17.01,9
190000,80000,3,1,1,4,1586.0,103.3,5.0,15.5,14
750000,37000,1,1,1,0,1498.0,98.96,5.0,23.0,8
625000,22000,3,1,1,0,1197.0,83.1,5.0,21.4,7
799000,60000,1,1,1,2,1396.0,88.73,5.0,22.54,7
300000,57000,3,1,1,2,998.0,67.04,5.0,20.51,12
850000,27000,3,1,1,0,1373.0,91.1,5.0,20.73,8
130000,70000,3,1,1,0,995.0,62.0,5.0,18.0,13
229999,40000,3,1,1,2,998.0,67.1,5.0,20.92,14
400000,60000,3,1,1,0,998.0,67.04,5.0,23.1,10
900000,35000,1,1,1,0,2498.0,105.0,6.0,16.55,7
800000,70000,1,1,1,0,1997.0,120.0,7.0,15.4,10
250999,43000,3,1,1,2,814.0,55.2,5.0,21.1,10
250000,110000,3,1,1,2,1368.0,90.0,5.0,15.0,14
100000,100000,3,1,1,2,1172.0,67.0,5.0,15.7,16
450000,64000,3,1,1,0,1197.0,81.8,5.0,20.4,9
575000,96000,1,1,1,0,1461.0,83.8,5.0,19.87,8
400000,96000,1,1,1,0,1461.0,83.8,5.0,20.46,12
480000,7600,3,1,1,0,998.0,67.0,5.0,21.63,6
490000,7000,3,1,1,0,998.0,67.0,5.0,21.63,6
150000,120000,1,1,1,2,1405.0,70.0,5.0,17.0,18
600000,50000,1,1,1,0,1248.0,74.0,5.0,22.95,8
500000,50000,1,1,1,2,1120.0,71.0,5.0,24.4,10
425000,80000,1,1,1,0,1248.0,88.7,5.0,23.0,10
108000,200000,1,1,1,2,1493.0,82.0,5.0,13.1,22
1030000,190000,1,1,1,0,2494.0,100.6,7.0,12.99,10
360000,34000,3,1,1,0,998.0,67.04,5.0,20.51,10
290000,80000,3,1,1,2,1198.0,73.9,5.0,16.47,13
70000,20000,1,1,1,0,1527.0,57.0,5.0,15.9,22
320000,70000,1,1,1,2,2956.0,83.8,7.0,15.3,13
755000,29340,1,1,1,0,1582.0,126.32,5.0,22.32,11
215000,120000,1,1,1,0,1399.0,68.0,5.0,20.0,14
735000,200000,1,1,1,2,2494.0,102.0,7.0,12.8,14
190000,70000,3,1,1,2,1086.0,68.05,5.0,19.81,18
1365000,80800,1,1,1,2,2494.0,100.6,8.0,12.99,11
675000,24265,3,0,1,0,1199.0,88.7,5.0,18.7,7
438999,81000,1,0,1,0,1248.0,74.0,5.0,23.4,11
550000,240000,1,1,1,0,1461.0,108.5,7.0,19.98,10
409999,35000,3,1,1,0,1197.0,85.8,5.0,19.1,12
350000,15000,3,1,1,0,799.0,53.3,5.0,25.17,6
135000,49000,1,1,1,4,936.0,57.6,5.0,25.44,13
1490000,56900,1,1,1,2,2393.0,147.8,8.0,13.68,9
520000,70000,1,1,1,2,1248.0,74.0,5.0,25.2,11
315000,180000,1,1,1,0,1248.0,73.9,5.0,19.3,15
235000,50000,3,1,1,0,998.0,66.1,5.0,19.0,15
80500,50000,3,1,1,4,1495.0,94.0,5.0,13.2,20
375000,88200,1,1,1,0,1248.0,73.94,5.0,23.2,12
189000,93000,3,1,1,2,1197.0,85.0,5.0,16.1,19
550000,120000,1,1,1,0,1498.0,98.6,5.0,25.8,8
260000,110000,1,1,1,2,1399.0,68.0,5.0,17.8,14
300000,40000,3,1,1,0,998.0,67.05,5.0,23.95,10
350000,120000,3,1,1,2,1497.0,118.0,5.0,17.0,15
70000,100000,2,1,1,1,1248.0,81.83,5.0,19.44,26
892000,10000,1,1,1,0,1248.0,88.5,5.0,24.3,6
285000,70000,1,1,1,2,1248.0,92.0,5.0,20.3,13
300000,60000,2,1,1,0,1086.0,68.05,5.0,19.2,13
620000,90000,1,1,1,0,1248.0,88.5,5.0,28.09,9
750000,90000,1,1,1,0,1248.0,88.5,5.0,24.3,8
270000,35000,3,1,1,0,796.0,47.3,5.0,22.74,9
300000,40000,3,1,1,2,1086.0,62.1,5.0,17.92,13
220000,80000,1,1,1,0,1396.0,69.0,5.0,23.03,14
260000,99000,3,1,1,2,1586.0,103.3,5.0,15.5,13
600000,7500,3,1,0,0,1197.0,81.8,5.0,21.21,6
80000,60000,3,1,1,0,624.0,37.48,4.0,23.9,10
300000,40800,3,1,1,0,814.0,55.2,5.0,21.1,9
300000,70000,3,1,1,0,1193.0,88.7,5.0,17.57,10
400000,100000,3,1,1,0,1198.0,82.0,5.0,18.15,9
550000,8588,3,1,1,0,1197.0,81.8,5.0,22.0,9
1200000,40000,1,1,1,0,1498.0,97.9,5.0,25.6,6
500000,60000,1,1,1,0,1498.0,99.0,5.0,25.83,10
93000,80000,3,1,1,4,1298.0,85.0,5.0,15.9,20
500000,110000,1,1,1,0,1498.0,98.6,5.0,26.0,11
670000,150000,1,1,1,0,1364.0,67.05,5.0,23.59,7
750000,120000,1,1,1,2,2494.0,102.0,7.0,12.8,13
370000,30000,3,1,1,0,998.0,67.05,5.0,23.95,8
100000,70000,3,1,1,2,796.0,37.0,4.0,16.1,13
425000,50000,3,1,1,0,1086.0,68.05,5.0,19.81,9
370000,305000,1,1,1,1,2494.0,102.0,8.0,12.8,19
400000,158500,1,1,1,4,1248.0,81.83,5.0,19.44,13
229999,212000,1,1,1,4,2179.0,138.1,7.0,11.57,16
850000,35000,1,1,1,0,1248.0,88.5,7.0,24.52,9
750000,22000,1,1,1,0,1461.0,65.0,5.0,21.03,7
235000,50000,1,1,1,0,1948.0,90.0,14.0,10.71,15
700000,70000,1,1,1,0,1498.0,98.6,5.0,25.5,8
480000,56000,1,1,1,0,1120.0,70.0,5.0,24.0,9
475000,50000,1,1,1,0,1248.0,74.0,5.0,22.95,9
610000,120000,1,1,1,0,1498.0,103.52,5.0,21.14,10
650000,120000,1,1,1,2,2494.0,102.0,8.0,12.8,14
800000,70000,1,1,1,0,1498.0,98.6,5.0,25.5,8
520000,120000,1,1,1,0,2179.0,138.1,7.0,11.57,10
160000,90000,1,1,1,0,1396.0,69.0,5.0,25.0,11
1000000,70000,1,1,1,0,1248.0,88.5,5.0,25.1,7
700000,120000,1,1,1,2,1248.0,88.76,7.0,20.77,10
590000,70000,1,1,1,2,1498.0,98.6,5.0,25.8,8
140000,80000,3,1,1,2,998.0,67.1,5.0,18.9,23
725000,100000,1,1,1,2,1493.0,100.0,7.0,18.49,8
1680000,157000,1,1,1,0,2393.0,147.8,7.0,13.68,8
550000,50000,1,1,1,0,1248.0,74.0,5.0,26.59,10
240000,90000,1,1,1,2,1248.0,73.94,5.0,23.2,13
667000,65000,1,1,1,0,2231.0,184.0,7.0,14.6,12
670000,50000,1,1,1,0,1498.0,98.6,5.0,27.3,8
550000,110000,1,1,1,0,1248.0,74.0,5.0,26.59,10
400000,30000,3,1,1,0,998.0,67.04,5.0,23.1,10
545000,80000,1,1,1,2,1582.0,126.32,5.0,22.32,11
599000,70000,3,1,1,0,1373.0,93.7,7.0,16.02,10
725000,100000,1,1,1,0,1396.0,88.7,5.0,21.38,9
525000,120000,3,1,1,2,1497.0,117.3,5.0,17.4,10
204999,85000,1,1,1,2,1248.0,73.9,5.0,21.1,14
190000,110000,1,1,1,0,1199.0,75.0,5.0,21.0,13
310000,60000,1,1,1,1,1120.0,70.0,5.0,24.0,10
380000,90000,1,1,1,2,1120.0,70.0,5.0,24.0,9
204000,110000,3,1,1,4,998.0,67.1,5.0,20.92,13
350000,25000,3,1,1,0,998.0,68.05,5.0,20.3,7
350000,100000,1,1,1,0,1598.0,103.6,5.0,20.54,12
175000,120000,1,1,1,2,1399.0,68.0,5.0,20.0,13
340000,90000,1,1,1,0,1598.0,103.6,5.0,20.54,14
950000,35000,3,1,1,0,1497.0,117.6,5.0,17.4,8
894999,35000,3,1,1,0,1497.0,117.3,5.0,17.8,8
350000,101200,1,1,1,2,2956.0,83.83,7.0,15.3,11
100000,90000,3,1,1,2,1396.0,85.0,5.0,12.8,20
550000,76000,1,1,1,0,1248.0,74.0,5.0,26.59,9
100000,60000,1,1,1,4,1405.0,70.0,5.0,16.1,21
800000,90000,1,1,1,0,2179.0,140.0,7.0,16.0,9
525000,80000,1,1,1,2,2523.0,62.1,7.0,15.96,12
500000,179150,1,1,1,2,2179.0,138.1,7.0,11.57,17
42000,62000,3,1,1,0,796.0,37.0,4.0,16.1,22
190000,160000,3,1,1,4,1197.0,85.8,5.0,17.5,16
694000,35000,1,1,1,0,1248.0,74.02,5.0,28.4,6
861999,120000,1,1,0,0,2179.0,140.0,7.0,16.0,9
650000,50000,1,1,1,0,1498.0,98.6,5.0,25.8,8
310000,70000,1,1,1,2,1248.0,73.9,5.0,19.3,14
360000,97000,1,1,1,0,1248.0,74.0,5.0,22.9,12
240000,90000,1,1,1,2,1248.0,73.9,5.0,19.3,14
500000,84487,1,1,1,1,2179.0,140.0,7.0,15.1,13
475000,100000,1,1,1,2,2494.0,102.0,7.0,12.8,15
100000,60000,3,1,1,4,796.0,46.3,5.0,19.7,18
200000,110000,3,1,1,4,1586.0,104.68,5.0,15.0,16
430000,264000,1,1,1,0,2494.0,102.0,8.0,12.8,19
245000,146000,1,1,1,1,2498.0,112.0,7.0,14.0,15
450000,70000,1,1,1,0,1248.0,74.0,5.0,23.4,11
800000,51146,1,1,1,0,1248.0,88.5,5.0,24.3,8
215000,40000,3,1,1,0,1197.0,85.8,5.0,21.1,14
760000,50000,1,1,1,0,1248.0,88.5,5.0,24.3,8
416000,80000,1,1,1,0,1498.0,88.8,5.0,20.14,10
195000,120000,3,1,1,0,998.0,67.1,5.0,18.9,14
325000,23000,3,1,1,0,796.0,47.3,5.0,24.7,8
145000,70000,3,1,1,2,998.0,67.1,5.0,20.92,15
675000,23000,1,1,1,0,1248.0,74.0,5.0,28.4,7
340000,30000,3,1,1,2,998.0,67.04,5.0,20.51,9
340000,50000,1,1,1,0,1248.0,90.0,5.0,19.0,14
260000,40000,3,1,1,0,796.0,34.2,5.0,16.8,11
300000,50000,3,1,1,0,796.0,47.3,5.0,22.74,10
75000,60000,3,1,1,2,796.0,37.0,4.0,16.1,18
350000,80000,1,1,1,0,1405.0,70.0,5.0,19.4,14
170000,150000,1,1,1,4,1248.0,88.8,5.0,21.12,15
600000,40000,3,1,1,0,1197.0,85.8,5.0,19.0,7
800000,25000,3,1,0,0,1497.0,118.0,5.0,16.8,15
850000,120000,1,1,1,2,2650.0,80.84,7.0,17.0,7
980000,120000,1,1,1,2,2179.0,140.0,7.0,15.1,11
850000,298000,1,1,1,2,2499.0,141.0,7.0,13.1,14
340000,270000,1,1,1,4,2956.0,68.4,7.0,14.07,13
900000,50000,1,1,0,2,1248.0,88.5,5.0,24.3,7
310000,120000,1,1,1,2,1248.0,73.9,5.0,19.3,15
600000,60000,1,1,1,4,1248.0,88.8,7.0,20.77,12
270000,149000,1,1,1,2,1248.0,73.9,5.0,19.3,17
509999,5000,3,1,1,0,1086.0,68.0,5.0,20.3,6
225000,70000,1,1,1,2,1405.0,70.0,5.0,19.4,12
280000,55000,3,1,1,0,1197.0,78.9,5.0,20.36,10
490000,100000,1,1,1,0,1047.0,69.0,5.0,27.28,9
440000,120000,1,1,1,0,2523.0,62.1,9.0,15.96,12
500000,291977,1,1,1,0,2179.0,138.1,7.0,14.0,11
476999,85000,3,1,1,4,2354.0,158.8,5.0,11.1,20
590000,70000,3,1,1,4,1197.0,81.86,5.0,17.19,10
500000,120000,1,1,1,0,2499.0,141.0,7.0,13.1,15
600000,40000,1,1,1,0,1498.0,98.59,5.0,22.77,10
750000,70000,1,1,1,0,1997.0,120.0,7.0,15.4,9
2950000,39000,1,0,0,0,1995.0,187.74,5.0,19.59,8
5200000,10000,1,0,0,0,1995.0,190.0,5.0,18.12,6
695000,36800,1,0,1,0,1498.0,88.0,5.0,20.14,6
690000,52200,1,0,1,0,1248.0,74.0,5.0,26.59,7
409999,78000,1,0,1,0,1186.0,73.97,5.0,24.0,9
1650000,16000,1,0,1,0,1956.0,167.67,5.0,17.0,5
2375000,30000,1,0,0,0,1968.0,174.33,5.0,15.73,9
525000,29000,1,0,1,2,1186.0,73.97,5.0,24.0,8
2150000,25000,1,0,1,0,1956.0,170.63,5.0,16.3,6
540000,60000,1,1,1,2,2179.0,140.0,7.0,15.1,12
2750000,60000,1,0,0,2,2982.0,168.5,7.0,12.55,8
1000000,112000,1,0,1,2,1997.0,120.0,7.0,15.4,9
2900000,15000,1,0,0,0,1968.0,187.74,5.0,18.25,7
725000,40000,1,0,1,0,1493.0,100.0,7.0,18.49,8
975000,36000,1,0,1,0,1248.0,88.5,5.0,28.09,7
355000,60000,3,0,1,0,998.0,67.05,5.0,21.79,9
400000,120000,3,1,1,0,2354.0,158.8,5.0,11.1,17
265000,48000,3,0,1,0,796.0,47.3,5.0,24.7,10
650000,40000,1,0,1,0,1498.0,88.0,5.0,20.14,7
720000,60000,1,1,1,0,1248.0,88.5,5.0,28.09,8
850000,25000,3,1,1,0,1591.0,121.3,5.0,17.01,9
290000,42000,3,1,1,0,998.0,67.05,5.0,23.95,10
1200000,35000,3,1,0,2,2497.0,204.0,5.0,10.93,15
600000,90000,1,1,0,2,1493.0,100.0,7.0,18.49,9
300000,90000,1,1,1,2,1248.0,73.9,5.0,21.1,14
225000,110000,1,1,1,2,1461.0,63.12,5.0,23.08,13
240000,70000,1,1,1,2,1248.0,73.9,5.0,19.3,16
700000,80000,1,1,1,0,1582.0,126.32,5.0,22.32,11
470000,70000,1,1,1,2,1248.0,74.0,5.0,25.2,11
800000,80000,1,1,1,0,1396.0,88.73,5.0,21.19,9
450000,90000,1,1,1,0,1461.0,108.45,5.0,19.01,13
90000,90000,1,1,1,4,1396.0,53.5,5.0,17.2,18
450000,120000,1,1,1,2,1364.0,87.2,5.0,21.43,15
400000,107500,1,1,1,2,1248.0,81.83,5.0,19.44,13
1465000,62000,1,0,0,0,2755.0,171.5,7.0,11.36,8
925000,79000,1,0,1,0,1582.0,126.2,5.0,19.67,9
1385000,60000,1,0,1,2,2393.0,147.8,7.0,13.68,9
2000000,20000,1,1,1,0,2982.0,168.5,7.0,12.55,10
80000,248200,1,1,1,2,1405.0,70.0,5.0,16.1,21
300000,110000,1,1,1,2,2179.0,120.0,7.0,10.5,18
360000,100000,1,1,1,0,1248.0,73.9,5.0,19.3,16
320000,70000,1,1,1,2,1493.0,110.0,5.0,16.2,15
99000,100000,1,1,1,2,1995.0,52.0,5.0,12.8,31
780000,50000,1,1,1,2,1248.0,88.5,7.0,24.52,9
620000,139000,1,1,1,0,1248.0,88.76,7.0,20.77,12
100000,120000,3,1,1,4,1781.0,149.5,5.0,13.1,19
210000,35000,3,1,1,2,1172.0,64.1,5.0,16.7,11
786000,7720,3,1,1,0,999.0,71.0,7.0,20.0,6
1000000,50000,1,1,1,0,2179.0,140.0,7.0,15.1,11
120000,60000,1,1,1,2,1527.0,58.0,5.0,20.8,23
750000,100000,1,1,1,0,1461.0,64.1,5.0,20.8,9
550000,57882,3,1,1,0,1197.0,81.83,5.0,18.6,9
875000,142000,1,1,1,0,2179.0,147.94,5.0,14.1,7
890000,140000,1,1,1,4,2179.0,147.94,5.0,14.1,7
550000,30000,1,1,1,0,2523.0,62.1,7.0,15.96,10
400000,10000,3,1,1,0,1198.0,67.0,5.0,19.83,7
290000,30000,3,1,1,2,998.0,67.04,5.0,23.1,10
150000,90000,1,1,1,0,1396.0,69.0,5.0,19.09,13
300000,35000,3,1,1,2,1196.0,73.0,7.0,15.37,10
220000,25000,3,1,1,0,1248.0,81.83,5.0,19.44,16
500000,5000,3,1,1,0,1086.0,68.0,5.0,20.3,6
250000,50000,1,1,1,0,1248.0,88.8,5.0,21.02,12
220000,80000,1,1,1,0,1396.0,69.0,5.0,23.03,12
650000,242000,1,1,1,1,2494.0,102.0,7.0,12.8,16
5500000,22000,1,1,0,0,2993.0,261.4,4.0,17.09,7
875000,30000,1,0,0,0,1248.0,74.02,5.0,28.4,8
785000,9000,3,0,1,0,1197.0,81.83,5.0,18.6,6
819999,30000,3,0,1,0,1199.0,88.7,5.0,17.5,8
2950000,60000,1,0,0,0,1995.0,188.0,5.0,21.76,9
1925000,27000,1,0,1,0,2393.0,147.51,7.0,13.68,9
885000,39000,1,0,1,0,1498.0,98.6,5.0,25.5,8
680000,64000,3,0,0,0,1499.0,110.4,5.0,16.05,10
960000,42000,1,0,1,0,1498.0,98.96,5.0,23.0,8
385000,45000,3,0,1,0,1198.0,86.8,5.0,18.5,13
1650000,15000,1,0,1,0,1956.0,167.67,5.0,17.0,6
890000,55000,1,0,1,0,1493.0,100.0,7.0,18.49,7
1275000,64000,1,0,0,0,2953.0,153.86,7.0,11.4,10
6000000,27000,1,0,0,0,2993.0,261.4,4.0,17.09,7
1025000,15000,3,0,0,0,1462.0,103.25,5.0,20.28,6
675000,69000,3,0,0,0,1197.0,103.6,5.0,17.2,9
700000,80000,3,0,1,0,1197.0,81.8,5.0,22.0,8
780000,60000,1,0,1,0,1498.0,98.59,5.0,22.77,9
1050000,70000,1,0,1,0,1582.0,126.32,5.0,22.32,8
2700000,105000,1,0,0,2,2967.0,241.4,5.0,13.22,10
400000,100000,1,1,1,0,1248.0,74.0,5.0,22.95,9
400000,100000,1,1,1,0,2523.0,62.1,9.0,15.96,14
85000,90000,3,1,1,2,796.0,46.3,5.0,19.7,16
1300000,35000,1,1,1,0,2179.0,153.86,7.0,17.6,7
819999,11500,1,1,1,0,1493.0,100.0,7.0,18.49,7
620000,40000,1,1,0,0,1493.0,100.0,7.0,18.49,10
260000,50000,3,1,1,0,999.0,67.0,5.0,23.01,7
484999,55380,3,0,1,0,1197.0,82.0,5.0,18.9,10
2500000,13500,1,0,0,0,2993.0,270.9,5.0,14.74,10
650000,18816,3,0,1,0,1198.0,73.75,5.0,17.0,8
1748999,33019,1,0,1,0,2393.0,147.8,7.0,13.68,8
925000,18000,3,0,0,0,1497.0,116.3,5.0,15.6,8
810000,47747,1,0,1,0,1248.0,88.5,5.0,28.09,8
910000,70000,1,1,1,2,2494.0,100.0,8.0,12.99,12
300000,60000,1,1,1,2,1405.0,48.21,5.0,17.88,9
120000,80000,3,1,1,2,993.0,60.0,5.0,17.3,21
490000,45900,3,1,1,2,1197.0,81.83,5.0,18.6,10
425000,70000,1,1,1,0,1498.0,98.6,5.0,25.8,12
155000,40000,3,1,1,0,796.0,46.3,5.0,19.7,14
490000,90000,1,1,1,2,2179.0,120.0,8.0,12.05,12
132000,105000,3,1,1,0,796.0,46.3,5.0,19.7,15
750000,30000,1,1,1,0,1396.0,88.76,5.0,22.54,7
225000,20000,3,1,1,0,998.0,67.1,5.0,18.9,14
240000,80000,3,1,1,0,1197.0,78.9,5.0,20.36,14
33351,90000,3,1,1,4,998.0,67.1,5.0,18.9,21
80000,80000,3,1,1,2,995.0,62.0,5.0,18.0,15
40000,120000,3,1,1,0,796.0,37.0,4.0,16.1,21
1100000,50000,1,1,1,2,1498.0,98.6,7.0,21.9,6
380000,80000,1,1,1,2,1120.0,71.0,5.0,24.4,9
300000,120000,1,1,1,2,2179.0,138.1,7.0,11.57,14
240000,50000,3,1,1,0,796.0,47.3,5.0,22.74,11
325000,70000,1,1,1,0,1248.0,74.0,5.0,22.9,14
400000,130000,1,1,1,0,1198.0,77.0,6.0,25.32,9
800000,50000,1,1,1,0,1461.0,83.8,8.0,21.04,8
950000,80000,1,1,1,0,1498.0,98.96,5.0,23.0,7
300000,120000,1,1,1,1,1248.0,74.0,5.0,22.9,12
530000,59000,3,1,1,0,1198.0,82.0,5.0,18.15,8
350000,100000,1,1,1,4,1248.0,73.8,7.0,18.2,12
168000,50000,3,1,0,0,2359.0,165.0,5.0,11.0,17
240000,45000,3,1,1,2,799.0,53.3,5.0,25.17,9
220000,80000,1,1,1,1,1248.0,73.9,5.0,19.3,15
110000,80000,3,1,1,1,1061.0,67.0,5.0,18.9,17
850000,100000,1,1,1,0,1248.0,88.5,5.0,24.3,9
2064000,24000,1,1,1,0,2393.0,147.8,8.0,13.68,7
950000,25000,1,1,1,0,1248.0,88.5,5.0,25.1,7
200000,68697,3,1,1,4,814.0,55.2,5.0,21.1,12
660000,30000,1,1,1,0,1248.0,74.0,5.0,25.2,8
420000,40000,1,1,1,2,1498.0,98.6,5.0,25.8,12
150000,29000,3,1,1,0,1172.0,65.0,5.0,16.5,15
175000,68000,1,1,1,2,936.0,57.6,5.0,25.44,12
750000,15000,3,1,0,0,1199.0,88.7,5.0,18.1,7
425000,70000,1,1,1,0,1248.0,73.94,5.0,23.2,11
790000,126000,1,1,1,4,1364.0,87.2,5.0,21.43,10
830000,300000,1,1,1,4,2494.0,102.0,7.0,12.8,14
650000,94000,1,1,1,2,1498.0,98.6,7.0,24.5,10
780000,129000,1,1,1,4,1364.0,87.2,5.0,21.43,10
180000,55000,3,1,1,2,1086.0,68.05,5.0,19.81,15
869999,40000,1,1,1,0,1498.0,98.96,5.0,23.0,6
275000,50000,1,1,1,0,1248.0,88.8,5.0,21.12,14
630000,25000,3,1,1,2,1197.0,81.83,5.0,18.6,8
150000,60000,3,1,1,2,1794.0,125.0,5.0,13.4,17
315000,25000,3,1,1,0,796.0,47.3,5.0,22.74,9
189000,70000,1,1,1,2,1396.0,70.0,5.0,23.57,14
580000,120000,1,1,1,0,1248.0,74.0,5.0,23.4,11
150000,153000,1,1,1,2,1248.0,81.83,5.0,19.44,16
825000,35000,1,1,1,0,1248.0,88.5,5.0,24.3,7
650000,60000,1,1,1,2,2179.0,148.0,7.0,14.1,9
50000,62000,3,1,1,2,1343.0,90.0,5.0,13.0,21
200000,120000,3,1,1,2,1198.0,73.9,5.0,16.25,14
135000,120000,1,1,1,4,1405.0,70.0,7.0,15.42,12
680000,80000,1,1,1,0,1396.0,88.73,5.0,22.54,8
670000,80000,1,1,1,0,1396.0,88.73,5.0,22.54,8
1000000,60000,1,1,0,0,1995.0,218.0,5.0,16.73,15
240000,80000,3,1,1,2,998.0,67.1,5.0,20.92,15
555000,147279,1,1,1,2,2200.0,139.01,7.0,17.0,11
455000,98000,1,1,1,0,1598.0,103.5,5.0,20.5,12
750000,25000,1,1,1,0,1248.0,74.02,5.0,28.4,7
700000,90000,1,1,0,0,1248.0,74.0,5.0,26.59,9
220000,22000,3,1,0,0,624.0,37.48,4.0,21.9,9
160000,120000,1,1,1,0,1396.0,69.0,5.0,25.0,11
225000,100000,1,1,1,2,1248.0,76.9,5.0,22.1,12
140000,120000,1,1,1,2,1396.0,69.0,5.0,19.09,17
600000,70000,1,1,1,2,1248.0,74.0,5.0,23.4,11
1000000,24700,1,1,1,0,2179.0,140.0,7.0,16.0,10
65000,100000,3,1,1,4,995.0,62.0,5.0,18.0,17
500000,10000,3,1,1,0,1197.0,81.8,5.0,20.89,6
1150000,43526,1,0,1,0,2179.0,140.0,7.0,16.0,8
320000,55885,3,0,1,0,1198.0,75.0,5.0,16.25,13
950000,16034,1,0,1,0,1498.0,98.96,5.0,21.7,6
250000,156040,1,0,1,0,1399.0,68.0,5.0,20.0,13
400000,93415,1,0,1,0,2499.0,141.0,7.0,13.1,21
1100000,122000,1,1,0,2,1995.0,177.0,5.0,18.48,17
600000,20000,1,1,1,0,1248.0,74.0,5.0,27.39,8
509999,46000,3,1,1,0,1197.0,81.8,5.0,22.0,8
395000,50000,3,1,1,4,1598.0,103.2,5.0,15.41,9
469000,5000,3,1,1,0,998.0,67.05,5.0,21.79,7
250000,42000,3,1,1,0,796.0,47.3,5.0,24.7,8
130000,68519,3,0,1,0,995.0,62.1,5.0,16.2,14
906000,30000,1,1,1,0,1498.0,98.96,5.0,23.0,6
160000,85000,1,1,1,0,1399.0,68.0,5.0,20.0,14
300000,88000,3,1,1,0,1298.0,85.8,5.0,17.5,13
60000,100000,3,1,1,1,796.0,37.5,5.0,14.0,15
400000,100000,3,1,1,2,1197.0,85.8,5.0,19.1,11
450000,22966,3,0,1,0,1199.0,84.48,5.0,23.84,7
465000,80000,1,1,1,2,2523.0,62.1,7.0,15.96,11
325000,80000,1,1,1,2,1248.0,74.0,5.0,22.9,13
150000,70000,3,1,1,2,796.0,46.3,5.0,19.7,17
250000,2350,3,1,1,0,814.0,55.2,5.0,21.1,11
175000,50000,3,1,1,0,796.0,46.3,5.0,19.7,14
175000,58000,3,1,1,0,796.0,46.3,5.0,19.7,15
150000,80000,3,1,1,2,1497.0,100.0,5.0,16.9,19
797000,60000,1,1,1,0,1493.0,70.0,7.0,16.5,7
800000,35000,3,1,1,0,1197.0,81.86,5.0,18.6,6
750000,59872,1,1,1,0,2523.0,62.1,7.0,15.96,6
400000,140000,1,1,1,2,2179.0,115.0,5.0,13.5,14
160000,110000,3,1,1,0,796.0,46.3,5.0,19.7,13
700000,91182,1,1,1,0,2523.0,62.1,7.0,15.96,9
160000,60000,3,1,1,4,796.0,46.3,5.0,19.7,15
400000,100000,1,1,1,0,1396.0,88.76,5.0,21.27,13
451000,120000,1,1,1,0,1364.0,67.06,5.0,23.59,12
40000,80000,3,1,1,0,796.0,37.0,4.0,16.1,23
300000,70000,1,1,1,4,1248.0,88.8,5.0,21.12,13
421000,59500,3,1,1,2,998.0,67.04,5.0,23.1,8
80000,100000,0,1,1,2,796.0,81.83,8.0,10.9,25
950000,45000,1,1,1,0,1248.0,88.5,5.0,24.3,9
395000,75500,1,1,1,2,1396.0,90.0,5.0,23.0,14
950000,46000,1,1,1,2,1248.0,88.5,5.0,24.3,9
270000,60000,3,1,1,0,796.0,47.3,5.0,22.74,12
360000,60000,3,1,0,2,1396.0,100.0,5.0,15.0,16
235000,152500,1,1,1,0,1248.0,75.0,5.0,17.8,17
1850000,60000,1,1,0,2,2143.0,201.1,5.0,13.0,11
1650000,69123,1,0,1,0,1956.0,170.0,5.0,17.1,8
376000,26000,3,1,1,0,1198.0,86.8,5.0,19.4,13
875000,77524,1,0,1,0,1498.0,89.84,5.0,22.7,8
459999,40523,3,0,1,2,1197.0,82.85,5.0,18.5,11
755000,39000,1,0,1,0,1248.0,74.0,5.0,28.4,7
6223000,7800,3,0,0,3,1798.0,187.74,5.0,15.26,6
5923000,11500,3,0,0,3,1798.0,187.74,5.0,15.26,6
6523000,23600,3,0,0,3,1798.0,187.74,5.0,15.26,6
1050000,220000,1,1,1,2,2982.0,171.0,7.0,11.5,15
215000,218000,1,1,1,2,1248.0,81.83,5.0,19.44,21
1050000,120000,1,1,1,2,2179.0,140.0,7.0,15.1,10
800000,25000,3,1,0,0,1197.0,83.1,5.0,21.4,7
600000,31000,1,1,1,2,1248.0,74.0,5.0,25.2,10
530000,42000,3,1,1,0,1197.0,83.1,5.0,21.4,8
450000,80000,3,1,1,0,1197.0,83.14,5.0,20.85,10
235000,60000,3,1,1,0,998.0,67.1,5.0,20.92,14
550000,240000,1,1,1,0,1248.0,74.0,5.0,23.4,12
395000,35000,3,1,0,2,1598.0,103.5,5.0,14.3,12
150000,120000,1,1,1,0,1948.0,68.0,9.0,12.2,17
515000,120000,1,1,1,2,1498.0,103.2,5.0,20.34,10
122000,60000,1,1,1,2,1995.0,52.0,5.0,12.8,17
160000,35000,3,1,1,4,1086.0,68.05,5.0,19.81,16
110000,120000,3,1,1,2,796.0,46.3,5.0,19.7,18
360000,70000,1,1,1,0,1248.0,74.0,5.0,25.2,11
210000,110000,1,1,1,0,1248.0,81.83,5.0,19.44,16
260000,90000,1,1,1,4,1493.0,110.0,5.0,16.2,14
128000,60000,3,1,1,2,796.0,46.3,5.0,19.7,18
